race_id,horse_name,snapshot_label,odds,favorite_rank,available_at,race_start_at,captured_at,source,available_at_bet_time,is_pre_race,is_closing,is_post_market,bet_time,plain_odds_role,plain_odds_ambiguous,available_at_ts,bet_time_ts,race_start_ts,final_market_odds,post_market_info,closing_odds_contamination
SIM_0,,final odds,12.4,,2026-05-11T07:21:46.712010,,,,True,False,True,False,2026-05-11T07:21:46.712010,final odds,False,2026-05-11 07:21:46.712010,2026-05-11 07:21:46.712010,,True,False,False
SIM_0,,final odds,22.6,,2026-05-11T07:21:46.716513,,,,True,False,True,False,2026-05-11T07:21:46.716513,final odds,False,2026-05-11 07:21:46.716513,2026-05-11 07:21:46.716513,,True,False,False
SIM_0,,final odds,9.65,,2026-05-11T07:21:46.720628,,,,True,False,True,False,2026-05-11T07:21:46.720628,final odds,False,2026-05-11 07:21:46.720628,2026-05-11 07:21:46.720628,,True,False,False
SIM_0,,final odds,29.97,,2026-05-11T07:21:46.724058,,,,True,False,True,False,2026-05-11T07:21:46.724058,final odds,False,2026-05-11 07:21:46.724058,2026-05-11 07:21:46.724058,,True,False,False
SIM_0,,final odds,26.87,,2026-05-11T07:21:58.935957,,,,True,False,True,False,2026-05-11T07:21:58.935957,final odds,False,2026-05-11 07:21:58.935957,2026-05-11 07:21:58.935957,,True,False,False
SIM_0,,final odds,24.26,,2026-05-11T07:21:58.938475,,,,True,False,True,False,2026-05-11T07:21:58.938475,final odds,False,2026-05-11 07:21:58.938475,2026-05-11 07:21:58.938475,,True,False,False
SIM_0,,final odds,15.59,,2026-05-11T07:21:59.052606,,,,True,False,True,False,2026-05-11T07:21:59.052606,final odds,False,2026-05-11 07:21:59.052606,2026-05-11 07:21:59.052606,,True,False,False
SIM_0,,final odds,6.0,,2026-05-11T07:21:59.053608,,,,True,False,True,False,2026-05-11T07:21:59.053608,final odds,False,2026-05-11 07:21:59.053608,2026-05-11 07:21:59.053608,,True,False,False
SIM_0,,final odds,8.38,,2026-05-11T07:21:59.055609,,,,True,False,True,False,2026-05-11T07:21:59.055609,final odds,False,2026-05-11 07:21:59.055609,2026-05-11 07:21:59.055609,,True,False,False
SIM_0,,final odds,23.81,,2026-05-11T07:21:59.056611,,,,True,False,True,False,2026-05-11T07:21:59.056611,final odds,False,2026-05-11 07:21:59.056611,2026-05-11 07:21:59.056611,,True,False,False
SIM_1,,final odds,21.63,,2026-05-11T07:21:59.204962,,,,True,False,True,False,2026-05-11T07:21:59.204962,final odds,False,2026-05-11 07:21:59.204962,2026-05-11 07:21:59.204962,,True,False,False
SIM_1,,final odds,29.21,,2026-05-11T07:21:59.206962,,,,True,False,True,False,2026-05-11T07:21:59.206962,final odds,False,2026-05-11 07:21:59.206962,2026-05-11 07:21:59.206962,,True,False,False
SIM_0,,final odds,8.06,,2026-05-11T08:22:37.777472,,,,True,False,True,False,2026-05-11T08:22:37.777472,final odds,False,2026-05-11 08:22:37.777472,2026-05-11 08:22:37.777472,,True,False,False
SIM_0,,final odds,26.8,,2026-05-11T08:22:37.780761,,,,True,False,True,False,2026-05-11T08:22:37.780761,final odds,False,2026-05-11 08:22:37.780761,2026-05-11 08:22:37.780761,,True,False,False
SIM_0,,final odds,15.86,,2026-05-11T08:22:38.154150,,,,True,False,True,False,2026-05-11T08:22:38.154150,final odds,False,2026-05-11 08:22:38.154150,2026-05-11 08:22:38.154150,,True,False,False
SIM_0,,final odds,19.16,,2026-05-11T08:22:38.509107,,,,True,False,True,False,2026-05-11T08:22:38.509107,final odds,False,2026-05-11 08:22:38.509107,2026-05-11 08:22:38.509107,,True,False,False
SIM_0,,final odds,18.58,,2026-05-11T08:22:38.882941,,,,True,False,True,False,2026-05-11T08:22:38.882941,final odds,False,2026-05-11 08:22:38.882941,2026-05-11 08:22:38.882941,,True,False,False
SIM_0,,final odds,16.29,,2026-05-11T08:22:39.088244,,,,True,False,True,False,2026-05-11T08:22:39.088244,final odds,False,2026-05-11 08:22:39.088244,2026-05-11 08:22:39.088244,,True,False,False
SIM_0,,final odds,13.12,,2026-05-11T08:22:39.459414,,,,True,False,True,False,2026-05-11T08:22:39.459414,final odds,False,2026-05-11 08:22:39.459414,2026-05-11 08:22:39.459414,,True,False,False
SIM_0,,final odds,22.85,,2026-05-11T08:22:39.849159,,,,True,False,True,False,2026-05-11T08:22:39.849159,final odds,False,2026-05-11 08:22:39.849159,2026-05-11 08:22:39.849159,,True,False,False
SIM_0,,final odds,10.08,,2026-05-11T08:22:39.896438,,,,True,False,True,False,2026-05-11T08:22:39.896438,final odds,False,2026-05-11 08:22:39.896438,2026-05-11 08:22:39.896438,,True,False,False
SIM_0,,final odds,15.32,,2026-05-11T08:22:39.899438,,,,True,False,True,False,2026-05-11T08:22:39.899438,final odds,False,2026-05-11 08:22:39.899438,2026-05-11 08:22:39.899438,,True,False,False
SIM_0,,final odds,13.57,,2026-05-11T08:22:40.898662,,,,True,False,True,False,2026-05-11T08:22:40.898662,final odds,False,2026-05-11 08:22:40.898662,2026-05-11 08:22:40.898662,,True,False,False
SIM_0,,final odds,6.9,,2026-05-11T08:22:41.539670,,,,True,False,True,False,2026-05-11T08:22:41.539670,final odds,False,2026-05-11 08:22:41.539670,2026-05-11 08:22:41.539670,,True,False,False
SIM_1,,final odds,11.44,,2026-05-11T08:22:42.519140,,,,True,False,True,False,2026-05-11T08:22:42.519140,final odds,False,2026-05-11 08:22:42.519140,2026-05-11 08:22:42.519140,,True,False,False
SIM_1,,final odds,21.29,,2026-05-11T08:22:42.520139,,,,True,False,True,False,2026-05-11T08:22:42.520139,final odds,False,2026-05-11 08:22:42.520139,2026-05-11 08:22:42.520139,,True,False,False
SIM_1,,final odds,24.77,,2026-05-11T08:22:42.522137,,,,True,False,True,False,2026-05-11T08:22:42.522137,final odds,False,2026-05-11 08:22:42.522137,2026-05-11 08:22:42.522137,,True,False,False
SIM_1,,final odds,13.87,,2026-05-11T08:22:42.523137,,,,True,False,True,False,2026-05-11T08:22:42.523137,final odds,False,2026-05-11 08:22:42.523137,2026-05-11 08:22:42.523137,,True,False,False
SIM_1,,final odds,20.89,,2026-05-11T08:22:42.524136,,,,True,False,True,False,2026-05-11T08:22:42.524136,final odds,False,2026-05-11 08:22:42.524136,2026-05-11 08:22:42.524136,,True,False,False
SIM_1,,final odds,21.37,,2026-05-11T08:22:42.525250,,,,True,False,True,False,2026-05-11T08:22:42.525250,final odds,False,2026-05-11 08:22:42.525250,2026-05-11 08:22:42.525250,,True,False,False
SIM_1,,final odds,16.35,,2026-05-11T08:22:42.526251,,,,True,False,True,False,2026-05-11T08:22:42.526251,final odds,False,2026-05-11 08:22:42.526251,2026-05-11 08:22:42.526251,,True,False,False
SIM_2,,final odds,19.49,,2026-05-11T08:22:43.198258,,,,True,False,True,False,2026-05-11T08:22:43.198258,final odds,False,2026-05-11 08:22:43.198258,2026-05-11 08:22:43.198258,,True,False,False
SIM_2,,final odds,16.85,,2026-05-11T08:22:43.200244,,,,True,False,True,False,2026-05-11T08:22:43.200244,final odds,False,2026-05-11 08:22:43.200244,2026-05-11 08:22:43.200244,,True,False,False
SIM_2,,final odds,26.2,,2026-05-11T08:22:43.264199,,,,True,False,True,False,2026-05-11T08:22:43.264199,final odds,False,2026-05-11 08:22:43.264199,2026-05-11 08:22:43.264199,,True,False,False
SIM_0,,final odds,11.52,,2026-05-11T08:27:12.825177,,,,True,False,True,False,2026-05-11T08:27:12.825177,final odds,False,2026-05-11 08:27:12.825177,2026-05-11 08:27:12.825177,,True,False,False
SIM_0,,final odds,26.64,,2026-05-11T08:27:12.987630,,,,True,False,True,False,2026-05-11T08:27:12.987630,final odds,False,2026-05-11 08:27:12.987630,2026-05-11 08:27:12.987630,,True,False,False
SIM_0,,final odds,14.95,,2026-05-11T08:27:13.307482,,,,True,False,True,False,2026-05-11T08:27:13.307482,final odds,False,2026-05-11 08:27:13.307482,2026-05-11 08:27:13.307482,,True,False,False
SIM_0,,final odds,28.39,,2026-05-11T08:27:13.411728,,,,True,False,True,False,2026-05-11T08:27:13.411728,final odds,False,2026-05-11 08:27:13.411728,2026-05-11 08:27:13.411728,,True,False,False
SIM_0,,final odds,18.12,,2026-05-11T08:27:13.416276,,,,True,False,True,False,2026-05-11T08:27:13.416276,final odds,False,2026-05-11 08:27:13.416276,2026-05-11 08:27:13.416276,,True,False,False
SIM_0,,final odds,25.95,,2026-05-11T08:27:13.420786,,,,True,False,True,False,2026-05-11T08:27:13.420786,final odds,False,2026-05-11 08:27:13.420786,2026-05-11 08:27:13.420786,,True,False,False
SIM_0,,final odds,14.76,,2026-05-11T08:27:13.424334,,,,True,False,True,False,2026-05-11T08:27:13.424334,final odds,False,2026-05-11 08:27:13.424334,2026-05-11 08:27:13.424334,,True,False,False
SIM_0,,final odds,14.74,,2026-05-11T08:27:13.428332,,,,True,False,True,False,2026-05-11T08:27:13.428332,final odds,False,2026-05-11 08:27:13.428332,2026-05-11 08:27:13.428332,,True,False,False
SIM_0,,final odds,13.25,,2026-05-11T08:27:13.432333,,,,True,False,True,False,2026-05-11T08:27:13.432333,final odds,False,2026-05-11 08:27:13.432333,2026-05-11 08:27:13.432333,,True,False,False
SIM_0,,final odds,11.7,,2026-05-11T08:27:13.434488,,,,True,False,True,False,2026-05-11T08:27:13.434488,final odds,False,2026-05-11 08:27:13.434488,2026-05-11 08:27:13.434488,,True,False,False
SIM_0,,final odds,14.91,,2026-05-11T08:27:13.437496,,,,True,False,True,False,2026-05-11T08:27:13.437496,final odds,False,2026-05-11 08:27:13.437496,2026-05-11 08:27:13.437496,,True,False,False
SIM_0,,final odds,20.33,,2026-05-11T08:27:13.443518,,,,True,False,True,False,2026-05-11T08:27:13.443518,final odds,False,2026-05-11 08:27:13.443518,2026-05-11 08:27:13.443518,,True,False,False
SIM_0,,final odds,16.37,,2026-05-11T08:46:21.575558,,,,True,False,True,False,2026-05-11T08:46:21.575558,final odds,False,2026-05-11 08:46:21.575558,2026-05-11 08:46:21.575558,,True,False,False
SIM_0,,final odds,16.52,,2026-05-11T08:46:21.579027,,,,True,False,True,False,2026-05-11T08:46:21.579027,final odds,False,2026-05-11 08:46:21.579027,2026-05-11 08:46:21.579027,,True,False,False
SIM_0,,final odds,13.87,,2026-05-11T08:46:21.583644,,,,True,False,True,False,2026-05-11T08:46:21.583644,final odds,False,2026-05-11 08:46:21.583644,2026-05-11 08:46:21.583644,,True,False,False
SIM_0,,final odds,29.14,,2026-05-11T08:46:21.585665,,,,True,False,True,False,2026-05-11T08:46:21.585665,final odds,False,2026-05-11 08:46:21.585665,2026-05-11 08:46:21.585665,,True,False,False
SIM_0,,final odds,21.78,,2026-05-11T08:46:21.587655,,,,True,False,True,False,2026-05-11T08:46:21.587655,final odds,False,2026-05-11 08:46:21.587655,2026-05-11 08:46:21.587655,,True,False,False
SIM_0,,final odds,27.37,,2026-05-11T08:46:21.590340,,,,True,False,True,False,2026-05-11T08:46:21.590340,final odds,False,2026-05-11 08:46:21.590340,2026-05-11 08:46:21.590340,,True,False,False
SIM_0,,final odds,21.21,,2026-05-11T08:46:21.593309,,,,True,False,True,False,2026-05-11T08:46:21.593309,final odds,False,2026-05-11 08:46:21.593309,2026-05-11 08:46:21.593309,,True,False,False
SIM_0,,final odds,10.43,,2026-05-11T08:46:21.597305,,,,True,False,True,False,2026-05-11T08:46:21.597305,final odds,False,2026-05-11 08:46:21.597305,2026-05-11 08:46:21.597305,,True,False,False
SIM_0,,final odds,13.57,,2026-05-11T08:46:21.599841,,,,True,False,True,False,2026-05-11T08:46:21.599841,final odds,False,2026-05-11 08:46:21.599841,2026-05-11 08:46:21.599841,,True,False,False
SIM_0,,final odds,9.81,,2026-05-11T08:46:21.603851,,,,True,False,True,False,2026-05-11T08:46:21.603851,final odds,False,2026-05-11 08:46:21.603851,2026-05-11 08:46:21.603851,,True,False,False
SIM_0,,final odds,18.28,,2026-05-11T08:46:21.606844,,,,True,False,True,False,2026-05-11T08:46:21.606844,final odds,False,2026-05-11 08:46:21.606844,2026-05-11 08:46:21.606844,,True,False,False
SIM_0,,final odds,29.09,,2026-05-11T08:46:21.611049,,,,True,False,True,False,2026-05-11T08:46:21.611049,final odds,False,2026-05-11 08:46:21.611049,2026-05-11 08:46:21.611049,,True,False,False
